,price,host_acceptance_rate,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,instant_bookable,host_total_listings_count,accommodates,bathrooms,beds,review_scores_rating,room_type,neighbourhood,rating_range
4185,384.0,0.99,1.0,f,t,t,t,21,2,1.0,1.0,4.75,Private room,Central & Western,"[4,5]"
4186,920.25,,,f,t,t,t,4,3,3.0,2.0,5.0,Entire home/apt,Islands,"[4,5]"
4187,700.0,1.0,1.0,f,t,t,t,17,2,1.0,1.0,5.0,Private room,Yuen Long,"[4,5]"
4189,220.0,0.99,1.0,f,t,t,t,23,3,1.0,1.0,,Shared room,Yuen Long,
4190,475.0,0.84,1.0,t,t,t,f,8,1,1.0,1.0,5.0,Private room,Islands,"[4,5]"
4191,1863.0,0.98,1.0,t,t,t,t,2,8,2.0,4.0,4.81,Entire home/apt,Yau Tsim Mong,"[4,5]"
4192,1953.0,0.99,1.0,f,t,t,f,54,3,1.0,2.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4193,1252.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Central & Western,
4194,1613.0,0.99,1.0,f,t,t,f,54,4,1.0,2.0,,Entire home/apt,Central & Western,
4195,1770.0,0.99,1.0,f,t,t,f,54,3,1.0,2.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4196,500.0,1.0,0.25,f,t,t,f,4,2,1.0,2.0,,Shared room,Islands,
4197,1357.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Wan Chai,
4198,500.0,0.77,1.0,f,t,t,f,102,2,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
4199,430.0,0.97,0.5,f,t,t,f,10,2,1.0,1.0,4.86,Entire home/apt,Wan Chai,"[4,5]"
4200,520.0,0.97,0.5,f,t,t,f,10,2,1.0,1.0,4.82,Entire home/apt,Central & Western,"[4,5]"
4201,920.25,,0.0,f,t,t,f,37,6,3.0,4.0,,Entire home/apt,Southern,
4202,1150.0,0.73,0.83,f,t,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4203,250.0,1.0,1.0,f,t,t,t,1,2,1.0,1.0,4.33,Private room,Islands,"[4,5]"
4204,920.25,0.95,1.0,t,t,t,f,3,8,2.5,6.0,4.89,Entire home/apt,Islands,"[4,5]"
4205,775.0,1.0,1.0,f,t,t,f,1,4,1.0,2.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4207,1132.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4208,946.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,4.5,Entire home/apt,Central & Western,"[4,5]"
4209,1062.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Central & Western,
4210,1800.0,0.96,1.0,f,t,t,f,2,4,1.0,2.0,4.72,Entire home/apt,Islands,"[4,5]"
4212,433.0,0.63,0.8,f,t,t,f,7,1,,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4213,774.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.7,Private room,Yau Tsim Mong,"[4,5]"
4215,783.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,3.91,Private room,Yau Tsim Mong,"[3,4]"
4216,851.0,1.0,1.0,f,t,t,f,20,2,1.0,2.0,4.28,Private room,Yau Tsim Mong,"[4,5]"
4217,698.0,0.0,1.0,f,t,t,f,1,2,1.0,2.0,5.0,Entire home/apt,Tsuen Wan,"[4,5]"
4218,920.25,0.74,0.6,f,t,t,f,1,6,3.0,6.0,4.87,Entire home/apt,Wan Chai,"[4,5]"
4219,774.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.6,Private room,Yau Tsim Mong,"[4,5]"
4220,851.0,1.0,1.0,f,t,t,f,20,2,1.0,2.0,4.71,Private room,Yau Tsim Mong,"[4,5]"
4221,847.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.58,Private room,Yau Tsim Mong,"[4,5]"
4222,771.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
4223,477.0,0.43,0.97,f,t,t,f,126,2,1.0,1.0,,Entire home/apt,Central & Western,
4227,835.0,0.9,1.0,t,t,t,f,19,2,1.0,1.0,4.86,Entire home/apt,Central & Western,"[4,5]"
4228,676.0,0.99,0.91,f,t,t,t,6,2,1.5,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4229,500.0,0.56,0.1,f,f,t,f,5,2,1.0,1.0,,Entire home/apt,Kowloon City,
4230,498.0,1.0,1.0,f,t,t,f,3,6,1.5,3.0,5.0,Entire home/apt,Islands,"[4,5]"
4231,180.0,0.83,1.0,f,t,t,f,13,1,1.0,1.0,,Shared room,Sha Tin,
4232,400.0,,1.0,f,t,t,f,2,1,1.0,3.0,,Private room,Central & Western,
4233,920.25,0.96,1.0,f,t,t,t,22,3,1.0,1.0,4.63,Private room,Yau Tsim Mong,"[4,5]"
4234,1500.0,0.37,0.25,f,t,t,f,1,2,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4235,780.0,1.0,,f,t,t,f,6,4,1.0,1.0,,Entire home/apt,Eastern,
4236,280.0,0.99,0.78,f,t,t,t,181,2,1.0,1.0,3.0,Private room,Wan Chai,"[2,3]"
4237,500.0,0.86,1.0,f,t,t,f,4,2,1.0,1.0,4.87,Private room,Central & Western,"[4,5]"
4239,358.0,1.0,1.0,f,t,t,t,13,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4241,850.0,0.83,1.0,f,t,t,f,13,2,1.0,1.0,,Private room,Yau Tsim Mong,
4242,450.0,1.0,1.0,f,t,t,t,3,3,2.0,1.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4243,902.0,0.99,1.0,f,t,t,t,25,3,1.0,2.0,4.75,Entire home/apt,Yau Tsim Mong,"[4,5]"
4244,700.0,1.0,1.0,f,t,t,f,6,4,1.0,2.0,5.0,Entire home/apt,Islands,"[4,5]"
4245,950.0,0.98,0.8,f,t,t,t,5,2,1.0,1.0,3.5,Private room,Yau Tsim Mong,"[3,4]"
4246,950.0,0.98,0.8,f,t,t,t,5,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4247,774.0,1.0,1.0,f,t,t,t,20,2,1.0,1.0,3.33,Private room,Yau Tsim Mong,"[3,4]"
4248,920.25,0.51,1.0,t,t,t,f,21,6,3.0,3.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4249,679.0,0.51,1.0,t,t,t,f,21,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4250,529.0,0.97,1.0,t,t,t,t,8,2,0.5,,5.0,Private room,Yau Tsim Mong,"[4,5]"
4251,1157.0,0.97,1.0,t,t,t,t,8,3,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4253,731.0,0.99,0.91,f,t,t,t,6,2,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4254,774.0,1.0,1.0,f,t,t,f,20,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4255,1926.0,0.9,1.0,f,t,t,f,4,2,1.0,1.0,4.71,Entire home/apt,Central & Western,"[4,5]"
4256,515.0,0.6,0.78,f,t,t,f,76,2,1.0,1.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
4257,584.0,0.6,0.78,f,t,t,f,76,2,1.0,1.0,4.5,Entire home/apt,Yau Tsim Mong,"[4,5]"
4258,814.0,0.6,0.78,f,t,t,f,76,2,1.5,2.0,,Entire home/apt,Yau Tsim Mong,
4259,636.0,0.6,0.78,f,t,t,f,76,2,1.0,1.0,4.0,Entire home/apt,Yau Tsim Mong,"[3,4]"
4260,643.0,1.0,1.0,f,t,t,t,17,2,1.0,1.0,4.86,Private room,Yuen Long,"[4,5]"
4261,920.25,0.96,1.0,f,t,t,f,22,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4262,1550.0,0.86,0.0,f,t,t,f,1,3,1.5,1.0,,Entire home/apt,Yau Tsim Mong,
4263,180.0,0.99,0.85,f,t,t,t,8,1,1.0,1.0,,Private room,Yau Tsim Mong,
4264,1150.0,0.94,0.75,t,t,t,t,9,3,1.0,2.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4265,1400.0,0.5,,f,t,t,f,1,4,1.0,2.0,4.83,Entire home/apt,Islands,"[4,5]"
4266,420.0,1.0,1.0,f,t,t,t,3,1,0.5,1.0,4.5,Private room,Wan Chai,"[4,5]"
4267,1250.0,0.98,1.0,t,t,t,f,66,5,1.0,2.0,,Entire home/apt,Wan Chai,
4268,750.0,0.93,1.0,t,t,t,f,3,2,1.0,1.0,5.0,Private room,North,"[4,5]"
4269,717.0,1.0,1.0,f,t,t,t,4,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4270,659.0,1.0,1.0,f,t,t,t,4,2,1.0,1.0,4.38,Private room,Yau Tsim Mong,"[4,5]"
4271,894.0,1.0,1.0,f,t,t,t,4,3,1.0,2.0,,Private room,Yau Tsim Mong,
4272,1041.0,1.0,0.75,f,t,t,t,11,4,1.0,1.0,,Entire home/apt,Wan Chai,
4273,807.0,0.83,1.0,f,t,t,f,13,2,1.0,1.0,,Private room,Yau Tsim Mong,
4274,800.0,1.0,1.0,f,t,t,t,7,7,2.0,7.0,5.0,Shared room,Yau Tsim Mong,"[4,5]"
4275,1225.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4276,260.0,0.78,1.0,t,t,t,f,8,2,1.0,1.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4277,580.0,0.59,1.0,f,t,t,f,26,1,1.0,3.0,,Private room,Central & Western,
4278,486.0,0.77,0.96,f,t,t,f,94,1,1.0,1.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
4279,481.0,0.77,0.96,f,t,t,f,94,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4280,912.0,0.9,1.0,t,t,t,f,19,2,1.0,1.0,4.92,Entire home/apt,Central & Western,"[4,5]"
4281,788.0,1.0,0.75,f,t,t,t,11,6,1.0,2.0,,Entire home/apt,Wan Chai,
4282,872.0,0.9,1.0,t,t,t,f,19,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4283,500.0,1.0,1.0,f,t,t,t,17,2,1.0,1.0,5.0,Private room,Yuen Long,"[4,5]"
4284,920.25,0.96,1.0,f,t,t,f,22,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4286,662.0,0.99,1.0,f,t,t,t,25,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4287,810.0,0.57,,f,t,t,f,2,1,1.5,1.0,5.0,Private room,Kwun Tong,"[4,5]"
4288,929.0,0.66,1.0,f,t,t,f,14,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4289,590.0,0.86,0.92,f,t,t,f,42,2,1.0,1.0,3.83,Entire home/apt,Islands,"[3,4]"
4290,920.25,1.0,1.0,f,f,t,f,1,6,3.0,4.0,5.0,Entire home/apt,Sha Tin,"[4,5]"
4291,279.0,0.77,0.96,f,t,t,f,94,1,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4292,1157.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4294,498.0,0.6,0.78,f,t,t,f,76,2,1.0,1.0,,Entire home/apt,Yau Tsim Mong,
4296,1200.0,0.98,1.0,t,t,t,f,66,6,1.0,4.0,,Entire home/apt,Eastern,
4297,1313.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4298,1860.0,0.47,1.0,t,t,t,f,2,3,2.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4299,486.0,0.86,0.92,f,t,t,f,42,2,1.0,1.0,4.57,Entire home/apt,Islands,"[4,5]"
4301,1207.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4302,230.0,,1.0,f,t,t,f,1,2,1.0,1.0,,Private room,Yau Tsim Mong,
4303,1500.0,,,f,t,t,f,2,2,1.0,1.0,,Private room,Islands,
4305,941.0,0.92,1.0,t,t,t,f,1,2,1.0,1.0,4.8,Entire home/apt,Wan Chai,"[4,5]"
4306,450.0,0.9,1.0,t,t,t,f,19,1,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4307,524.0,0.77,0.96,f,t,t,f,94,2,1.0,1.0,4.33,Private room,Yau Tsim Mong,"[4,5]"
4308,1212.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Wan Chai,
4309,450.0,0.74,1.0,f,t,t,f,3,2,1.0,1.0,4.9,Private room,Wan Chai,"[4,5]"
4310,1346.0,0.86,1.0,f,t,t,f,1,3,1.0,3.0,4.5,Entire home/apt,Central & Western,"[4,5]"
4311,1326.0,0.75,1.0,f,t,t,f,1,4,1.0,3.0,4.67,Entire home/apt,Central & Western,"[4,5]"
4313,536.0,0.83,,f,t,f,f,1,3,1.0,2.0,3.67,Private room,Yau Tsim Mong,"[3,4]"
4314,950.0,0.97,1.0,t,t,t,t,8,2,1.0,1.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
4315,879.0,0.98,1.0,t,t,t,f,1,2,1.0,1.0,4.99,Private room,Central & Western,"[4,5]"
4317,871.0,0.99,1.0,f,t,t,t,25,2,1.5,1.0,4.82,Private room,Yau Tsim Mong,"[4,5]"
4318,927.0,0.99,1.0,f,t,t,t,25,4,1.0,2.0,4.43,Private room,Yau Tsim Mong,"[4,5]"
4319,1060.0,0.99,1.0,f,t,t,t,25,4,1.0,2.0,4.58,Entire home/apt,Yau Tsim Mong,"[4,5]"
4320,859.0,0.9,1.0,t,t,t,f,19,2,1.0,1.0,4.75,Entire home/apt,Central & Western,"[4,5]"
4322,830.0,0.9,1.0,t,t,t,f,19,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4323,949.0,0.99,1.0,f,t,t,t,25,4,1.0,2.0,4.8,Private room,Yau Tsim Mong,"[4,5]"
4324,920.25,0.94,0.75,t,t,t,t,9,4,1.5,1.0,,Entire home/apt,Wan Chai,
4325,883.0,0.99,1.0,f,t,t,t,25,3,1.5,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4326,624.0,0.99,1.0,f,t,t,t,25,2,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4327,1200.0,0.67,0.8,f,f,t,f,1,4,1.0,2.0,4.8,Entire home/apt,Islands,"[4,5]"
4329,952.0,0.92,1.0,f,t,t,f,40,6,1.0,3.0,4.5,Entire home/apt,Wan Chai,"[4,5]"
4330,920.25,1.0,1.0,t,t,t,t,1,4,2.0,2.0,4.86,Entire home/apt,Islands,"[4,5]"
4331,721.0,0.86,1.0,f,t,t,f,2,2,1.0,1.0,4.89,Entire home/apt,Central & Western,"[4,5]"
4332,920.25,0.99,0.9,f,t,t,f,10,10,3.0,5.0,4.5,Entire home/apt,Wan Chai,"[4,5]"
4333,336.0,0.25,1.0,f,t,t,f,2,2,1.0,1.0,,Private room,Islands,
4334,920.25,0.98,1.0,t,t,t,f,67,5,1.0,3.0,4.93,Entire home/apt,Wan Chai,"[4,5]"
4336,407.0,0.77,0.96,f,t,t,f,94,2,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
4337,1137.0,0.33,,f,t,t,f,1,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4338,1619.0,0.88,1.0,f,t,t,t,1,2,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4342,1387.0,0.99,1.0,f,t,t,f,54,4,2.0,2.0,,Entire home/apt,Yau Tsim Mong,
4343,1525.0,0.99,1.0,f,t,t,f,54,4,2.0,2.0,,Entire home/apt,Yau Tsim Mong,
4344,700.0,0.0,0.1,f,t,t,f,1,4,1.0,2.0,,Entire home/apt,Islands,
4345,1620.0,0.99,1.0,f,t,t,f,54,6,2.0,3.0,,Entire home/apt,Central & Western,
4346,629.0,1.0,1.0,f,t,t,t,1,2,1.0,1.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4347,980.0,0.5,1.0,f,t,t,f,2,3,1.0,2.0,,Private room,Yuen Long,
4348,920.25,0.0,0.0,f,t,t,f,1,3,1.0,1.0,3.75,Entire home/apt,Central & Western,"[3,4]"
4349,907.0,0.71,1.0,t,t,t,f,14,2,1.0,1.0,4.77,Entire home/apt,Islands,"[4,5]"
4350,500.0,0.61,1.0,f,t,t,f,4,2,1.0,1.0,4.92,Entire home/apt,Central & Western,"[4,5]"
4351,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4352,1086.0,0.8,0.89,f,t,t,f,35,4,1.0,1.0,,Entire home/apt,Islands,
4355,90.0,0.45,1.0,f,t,t,f,300,1,2.0,1.0,,Shared room,Yau Tsim Mong,
4356,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,4.5,Private room,Yau Tsim Mong,"[4,5]"
4357,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
4358,1715.0,0.99,1.0,f,t,t,f,54,4,2.0,2.0,,Entire home/apt,Central & Western,
4359,1204.0,0.99,1.0,f,t,t,f,54,3,1.0,2.0,,Entire home/apt,Central & Western,
4360,850.0,0.67,0.57,f,t,t,f,4,4,2.0,3.0,4.0,Entire home/apt,Islands,"[3,4]"
4361,920.25,,,f,t,t,f,5,16,0.5,1.0,,Entire home/apt,Yau Tsim Mong,
4362,920.25,,,f,t,t,f,5,16,0.5,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4363,1707.0,0.99,1.0,f,t,t,f,54,4,2.0,2.0,,Entire home/apt,Central & Western,
4364,1346.0,0.99,1.0,f,t,t,f,54,4,1.0,2.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4365,690.0,0.27,,f,t,t,f,2,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4366,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,4.47,Private room,Yau Tsim Mong,"[4,5]"
4367,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,4.83,Private room,Yau Tsim Mong,"[4,5]"
4368,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,,Private room,Yau Tsim Mong,
4369,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,4.29,Private room,Yau Tsim Mong,"[4,5]"
4370,1971.0,1.0,1.0,f,t,t,t,2,4,2.0,,5.0,Entire home/apt,Islands,"[4,5]"
4371,486.0,1.0,0.97,f,t,t,t,39,2,1.0,1.0,4.47,Private room,Yau Tsim Mong,"[4,5]"
4372,756.0,0.99,1.0,f,t,t,t,25,2,1.0,1.0,4.67,Private room,Yau Tsim Mong,"[4,5]"
4373,1746.0,0.93,0.99,t,t,t,t,49,1,1.0,1.0,4.67,Private room,Yau Tsim Mong,"[4,5]"
4374,920.25,0.92,1.0,t,t,t,f,1,4,2.0,2.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4375,1429.0,1.0,1.0,t,t,t,f,1,4,1.5,3.0,4.95,Entire home/apt,Islands,"[4,5]"
4376,250.0,1.0,1.0,f,t,t,t,15,2,1.0,1.0,4.56,Private room,Eastern,"[4,5]"
4378,636.0,0.4,1.0,f,t,t,f,9,2,1.0,1.0,1.0,Private room,Yau Tsim Mong,"[0,1]"
4379,1193.0,0.64,0.9,f,t,t,f,4,3,1.0,1.0,4.8,Entire home/apt,Wan Chai,"[4,5]"
4380,607.0,0.0,0.1,f,t,t,f,1,2,1.5,1.0,,Entire home/apt,Eastern,
4381,975.0,0.99,0.93,f,t,t,t,10,2,1.0,1.0,4.07,Private room,Wan Chai,"[4,5]"
4382,1560.0,0.95,1.0,t,t,t,f,1,3,1.0,2.0,4.94,Entire home/apt,Central & Western,"[4,5]"
4383,680.0,0.89,1.0,f,t,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Yau Tsim Mong,"[4,5]"
4384,920.25,0.94,0.75,t,t,t,t,9,2,1.0,1.0,,Entire home/apt,Wan Chai,
4385,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,,Private room,Yau Tsim Mong,
4386,250.0,1.0,1.0,f,t,t,t,15,2,1.0,1.0,4.5,Private room,Eastern,"[4,5]"
4387,1606.0,0.99,0.91,f,t,t,t,48,3,1.0,2.0,,Private room,Yau Tsim Mong,
4388,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,1.0,Private room,Yau Tsim Mong,"[0,1]"
4389,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,5.0,Private room,Yau Tsim Mong,"[4,5]"
4390,250.0,1.0,1.0,f,t,t,t,15,2,1.0,1.0,4.5,Private room,Eastern,"[4,5]"
4391,500.0,1.0,1.0,f,t,t,t,15,6,1.0,3.0,4.4,Entire home/apt,Eastern,"[4,5]"
4393,400.0,0.62,1.0,f,t,t,f,8,1,1.0,2.0,5.0,Private room,Central & Western,"[4,5]"
4394,447.0,1.0,0.98,f,t,t,t,7,2,1.0,1.0,4.15,Entire home/apt,Islands,"[4,5]"
4395,1153.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4396,284.0,0.77,0.96,f,t,t,f,94,10,4.0,10.0,5.0,Private room,Central & Western,"[4,5]"
4397,1380.0,1.0,1.0,f,t,t,t,3,5,0.5,3.0,4.33,Entire home/apt,Islands,"[4,5]"
4398,1200.0,0.98,1.0,t,t,t,f,66,6,1.0,3.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4399,450.0,0.75,1.0,f,t,t,f,3,1,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
4400,400.0,0.62,1.0,f,t,t,f,8,1,1.0,1.0,5.0,Private room,Central & Western,"[4,5]"
4402,900.0,0.75,1.0,f,t,t,t,2,8,2.0,8.0,,Shared room,Central & Western,
4403,250.0,1.0,1.0,f,t,t,t,15,2,1.0,1.0,4.6,Private room,Eastern,"[4,5]"
4404,813.0,1.0,1.0,f,t,t,t,2,2,1.0,1.0,4.72,Entire home/apt,Central & Western,"[4,5]"
4405,558.0,1.0,1.0,f,t,t,f,5,2,1.0,1.0,4.53,Private room,Wan Chai,"[4,5]"
4406,679.0,0.77,1.0,f,t,t,f,2,3,1.0,1.0,4.75,Entire home/apt,Eastern,"[4,5]"
4408,920.25,0.6,1.0,f,t,t,f,1,6,3.0,3.0,5.0,Entire home/apt,Islands,"[4,5]"
4409,380.0,0.43,0.0,f,t,t,f,1,2,1.0,1.0,,Private room,Wan Chai,
4410,377.0,0.96,0.9,t,f,t,f,1,2,1.0,2.0,4.69,Entire home/apt,Yau Tsim Mong,"[4,5]"
4411,1750.0,0.31,0.81,f,t,t,f,31,4,1.0,1.0,5.0,Entire home/apt,Tai Po,"[4,5]"
4412,1100.0,1.0,1.0,f,t,t,f,1,4,2.5,2.0,,Entire home/apt,Central & Western,
4413,1500.0,0.92,1.0,f,t,t,f,1,3,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4414,1376.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Central & Western,
4415,1744.0,0.99,1.0,f,t,t,f,54,4,1.0,2.0,,Entire home/apt,Central & Western,
4416,1500.0,0.47,1.0,f,t,t,f,1,2,1.0,1.0,5.0,Entire home/apt,Wan Chai,"[4,5]"
4417,1589.0,0.99,1.0,f,t,t,f,54,4,1.0,2.0,,Entire home/apt,Central & Western,
4418,998.0,1.0,1.0,t,t,t,f,1,4,1.0,3.0,4.88,Entire home/apt,Eastern,"[4,5]"
4419,650.0,1.0,1.0,f,t,t,t,10,3,1.0,2.0,,Private room,Wan Chai,
4420,286.0,1.0,1.0,f,t,t,t,10,1,1.0,1.0,5.0,Private room,Wan Chai,"[4,5]"
4421,1200.0,0.96,1.0,f,t,t,f,1,4,1.0,2.0,4.71,Entire home/apt,Islands,"[4,5]"
4423,1371.0,0.71,0.9,t,t,t,f,2,2,1.5,1.0,5.0,Entire home/apt,Southern,"[4,5]"
4424,988.0,1.0,0.8,f,t,t,t,2,2,1.0,1.0,4.3,Entire home/apt,Central & Western,"[4,5]"
4425,1486.0,0.8,,f,f,f,f,1,4,1.0,2.0,5.0,Entire home/apt,Islands,"[4,5]"
4426,920.25,0.86,1.0,t,t,t,f,1,4,1.0,3.0,5.0,Entire home/apt,Kowloon City,"[4,5]"
4427,499.0,0.67,1.0,f,t,t,f,32,2,1.0,3.0,,Entire home/apt,Eastern,
4428,1889.0,0.99,1.0,f,t,t,f,54,5,1.0,3.0,,Entire home/apt,Central & Western,
4429,1313.0,0.99,1.0,f,t,t,f,54,2,1.0,1.0,,Entire home/apt,Wan Chai,
4430,980.0,0.5,0.89,f,t,t,f,2,4,1.0,1.0,,Entire home/apt,Tuen Mun,
4431,349.0,0.75,1.0,f,t,t,t,2,9,2.0,10.0,,Shared room,Wan Chai,
4432,1350.0,1.0,0.75,f,t,t,t,2,4,1.0,2.0,3.67,Entire home/apt,Islands,"[3,4]"
4433,620.0,0.88,1.0,f,t,t,f,2,4,3.0,4.0,4.6,Entire home/apt,Islands,"[4,5]"
4434,1380.0,0.96,1.0,f,t,t,f,1,5,1.0,3.0,4.63,Entire home/apt,Tsuen Wan,"[4,5]"
4435,879.0,1.0,1.0,f,t,t,t,3,2,1.0,1.0,4.73,Entire home/apt,Islands,"[4,5]"
4436,920.25,0.89,1.0,t,t,t,f,1,4,2.0,2.0,4.86,Entire home/apt,Central & Western,"[4,5]"
4437,920.25,0.8,1.0,f,t,t,f,14,16,8.0,1.0,,Entire home/apt,Sham Shui Po,
4438,350.0,0.6,,f,f,f,f,2,1,1.0,1.0,1.0,Private room,Central & Western,"[0,1]"
4439,350.0,0.6,,f,f,f,f,2,1,1.0,1.0,2.67,Private room,Central & Western,"[2,3]"
4440,593.0,0.8,0.89,f,t,t,f,35,5,1.0,4.0,4.67,Entire home/apt,Islands,"[4,5]"
4441,750.0,0.39,0.8,f,t,t,f,3,2,1.0,1.0,5.0,Entire home/apt,Central & Western,"[4,5]"
4442,985.0,0.84,1.0,t,t,t,f,8,2,1.0,1.0,4.86,Entire home/apt,Islands,"[4,5]"
4444,662.0,0.99,1.0,f,t,t,t,25,2,1.0,1.0,4.75,Private room,Yau Tsim Mong,"[4,5]"
4445,920.25,0.91,,f,t,f,f,7,16,0.0,,,Entire home/apt,Kwai Tsing,
4446,224.0,0.91,,f,t,f,f,7,2,1.0,,4.14,Private room,Tsuen Wan,"[4,5]"
4447,920.25,0.75,1.0,f,t,t,f,1,5,1.0,3.0,5.0,Entire home/apt,Islands,"[4,5]"
4451,303.0,0.77,0.96,f,t,t,f,94,1,1.0,1.0,3.5,Private room,Yau Tsim Mong,"[3,4]"
4452,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,3.0,Private room,Yau Tsim Mong,"[2,3]"
4453,1465.0,0.99,0.91,f,t,t,t,48,2,1.0,1.0,2.5,Private room,Yau Tsim Mong,"[2,3]"
4454,1347.0,0.99,0.91,f,t,t,t,48,2,1.0,2.0,4.4,Private room,Yau Tsim Mong,"[4,5]"
4455,1347.0,0.99,0.91,f,t,t,t,48,2,1.0,2.0,,Private room,Yau Tsim Mong,
4456,1347.0,0.99,0.91,f,t,t,t,48,2,1.0,2.0,4.0,Private room,Yau Tsim Mong,"[3,4]"
